x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-76.2,44.88333333333333,4218,PERTH,ON,ONTARIO,ONTARIO,CAN,445300000,-761200000,EST,133.20,610F3Q0,,,N/A,G,1,9,,,,,1989-01-01 00:00:00,1989-12-01 00:00:00,,,1989-05-01 00:00:00,1989-11-30 00:00:00,1989-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-74.75,45.21666666666667,4222,APPLE HILL,ON,ONTARIO,ONTARIO,CAN,451300000,-744500000,EST,91.40,6100284,,,N/A,,1,9,,,,,1950-01-01 00:00:00,1961-12-01 00:00:00,,,1950-11-01 00:00:00,1961-11-30 00:00:00,1950-01-01 00:00:00,1961-12-01 00:00:00,Y,N,N
-75.91666666666667,44.65,4228,ATHENS,ON,ONTARIO,ONTARIO,CAN,443900000,-755500000,EST,121.90,6100375,,,N/A,F,1,7,,,,,1969-01-01 00:00:00,1978-12-01 00:00:00,,,1969-06-01 00:00:00,1978-01-31 00:00:00,1969-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
-75.7,44.6,4235,BROCKVILLE,ON,ONTARIO,ONTARIO,CAN,443600000,-754200000,EST,91.40,6100969,,,N/A,F,1,7,,,,,1871-01-01 00:00:00,1980-12-01 00:00:00,,,1871-10-01 00:00:00,1980-08-31 00:00:00,1871-01-01 00:00:00,1980-12-01 00:00:00,Y,N,N
-75.66666666666667,44.6,4236,BROCKVILLE PCC,ON,ONTARIO,ONTARIO,CAN,443600000,-754000000,EST,96.00,6100971,,,Climate-Staffed,A,1,1,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1965-01-01 00:00:00,2023-01-31 00:00:00,,,1965-08-01 00:00:00,2023-01-31 00:00:00,1965-01-01 00:00:00,2006-12-01 00:00:00,N,Y,N
-76.73333333333333,45.25,4237,CALABOGIE,ON,ONTARIO,ONTARIO,CAN,451500000,-764400000,EST,155.40,6101077,,,N/A,,1,9,,,,,1950-01-01 00:00:00,1956-12-01 00:00:00,,,1950-01-01 00:00:00,1956-03-31 00:00:00,1950-01-01 00:00:00,1956-12-01 00:00:00,Y,N,N
-76.16666666666667,45.15,4239,CARLETON PLACE,ON,ONTARIO,ONTARIO,CAN,450900000,-761000000,EST,136.90,6101249,,,N/A,G,1,8,,,,,1948-01-01 00:00:00,1976-12-01 00:00:00,,,1948-08-01 00:00:00,1976-02-29 00:00:00,1948-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-75.98333333333333,45.3,4241,CARP,ON,ONTARIO,ONTARIO,CAN,451800000,-755900000,EST,114.30,6101260,,,N/A,G,1,8,,,,,1960-01-01 00:00:00,1975-12-01 00:00:00,,,1960-05-01 00:00:00,1975-03-31 00:00:00,1960-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-77.61666666666666,45.36666666666667,4252,COMBERMERE,ON,ONTARIO,ONTARIO,CAN,452200000,-773700000,EST,286.50,6101820,,,Climate-Staffed,A,1,1,,,,,1956-01-01 00:00:00,2009-12-29 00:00:00,,,1956-01-01 00:00:00,2009-12-29 00:00:00,1956-01-01 00:00:00,2006-12-01 00:00:00,Y,Y,N
-74.75,45.05,4257,CORNWALL CUMBERLAND ST,ON,ONTARIO,ONTARIO,CAN,450300000,-744500000,EST,59.40,6101885,,,N/A,,1,9,,,,,1960-01-01 00:00:00,1966-12-01 00:00:00,,,1960-05-01 00:00:00,1966-07-31 00:00:00,1960-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
-74.71666666666667,45.03333333333333,4259,CORNWALL ST LHS,ON,ONTARIO,ONTARIO,CAN,450200000,-744300000,EST,53.30,6101909,,,N/A,,1,9,,,,,1958-01-01 00:00:00,1963-12-01 00:00:00,,,1958-01-01 00:00:00,1963-11-30 00:00:00,1958-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
-75.5,45.333333333333336,4280,GLOUCESTER DESJARDINS,ON,ONTARIO,ONTARIO,CAN,452000000,-753000000,EST,76.20,6102839,,,N/A,G,1,9,,,,,1975-01-01 00:00:00,1977-12-01 00:00:00,,,1975-06-01 00:00:00,1977-09-30 00:00:00,1975-01-01 00:00:00,1977-12-01 00:00:00,Y,N,N
-75.46666666666667,45.35,4283,GLOUCESTER TINKER,ON,ONTARIO,ONTARIO,CAN,452100000,-752800000,EST,76.20,6102842,,,N/A,G,1,9,,,,,1975-01-01 00:00:00,1976-12-01 00:00:00,,,1975-08-01 00:00:00,1976-07-31 00:00:00,1975-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-114.47305555555556,49.80305555555555,9608,VICARY CREEK,AB,ALBERTA,ALBERTA,CAN,494811000,-1142823000,,1606.00,305FQKP,,,N/A,G,1,8,,,,,1998-02-01 00:00:00,2007-11-30 00:00:00,,,1998-02-01 00:00:00,2007-11-30 00:00:00,1998-04-01 00:00:00,2007-11-01 00:00:00,Y,N,N
-114.98916666666666,50.70527777777778,9609,LITTLE ELBOW SUMMIT,AB,ALBERTA,ALBERTA,CAN,504219000,-1145921000,,2120.00,305LRKB,,,Climate-Auto,G,1,8,,,,,1998-02-01 00:00:00,2006-08-31 00:00:00,,,1998-02-01 00:00:00,2006-08-31 00:00:00,1998-05-01 00:00:00,2006-08-01 00:00:00,Y,N,N
-116.24972222222222,54.187777777777775,27263,WINDFALL AFS,AB,ALBERTA,ALBERTA,CAN,541116000,-1161459000,,808.00,3067586,,,N/A,G,1,9,,,,,1996-05-01 00:00:00,2011-09-01 00:00:00,,,1996-05-01 00:00:00,2011-09-01 00:00:00,1996-05-01 00:00:00,2007-09-01 00:00:00,Y,N,N
-114.83333333333333,54.35,27331,FORT ASSINIBOINE 2,AB,ALBERTA,ALBERTA,CAN,542100000,-1145000000,,627.30,3062656,,,Climate-Staffed,G,1,8,,,,,1997-08-01 00:00:00,2008-03-31 00:00:00,,,1997-08-01 00:00:00,2008-03-31 00:00:00,1997-08-01 00:00:00,2007-11-01 00:00:00,Y,N,N
-116.3,55.416666666666664,27333,ENILDA-BERG,AB,ALBERTA,ALBERTA,CAN,552500000,-1161800000,,590.60,3062427,,,Climate-Staffed,G,1,8,,,,,1997-08-01 00:00:00,2005-04-30 00:00:00,,,1997-08-01 00:00:00,2005-04-30 00:00:00,1997-08-01 00:00:00,2005-04-01 00:00:00,Y,N,N
-83.35944444444445,64.19333333333333,1713,CORAL HARBOUR A,NU,NUNAVUT,NUNAVUT,CAN,641136000,-832134000,EST,62.20,2301000,YZS,71915,N/A,C,1,4,DND,MDN,Department of National Defence,Ministère de la Défense nationale,1933-01-01 00:00:00,2015-05-07 13:00:00,1953-01-01 01:00:00,2015-05-07 13:00:00,1933-10-01 00:00:00,2015-05-06 00:00:00,1933-01-01 00:00:00,2015-05-01 00:00:00,Y,N,Y
-81.2425,68.77583333333334,1755,HALL BEACH A,NU,NUNAVUT,NUNAVUT,CAN,684633000,-811433000,EST,9.10,2402350,YUX,71081,Aviation-Staffed,A,1,1,,,,,1956-01-01 00:00:00,2014-12-31 00:00:00,1956-01-01 00:00:00,2012-07-26 13:00:00,1957-01-01 00:00:00,2014-12-31 00:00:00,1957-01-01 00:00:00,2007-11-01 00:00:00,Y,Y,Y
-90.21416666666667,51.44638888888889,3921,PICKLE LAKE A,ON,ONTARIO,ONTARIO,CAN,512647000,-901251000,EST,386.20,6016527,YPL,71845,Aviation-Staffed,E,1,6,,,,,1990-01-01 00:00:00,2012-07-12 13:00:00,1990-02-01 01:00:00,2012-07-12 13:00:00,1990-02-01 00:00:00,2012-07-11 00:00:00,1990-01-01 00:00:00,2012-07-01 00:00:00,Y,Y,Y
-122.7,58.81666666666667,1456,FORT NELSON ALPINE RD,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,584900000,-1224200000,PST,419.10,1192942,,,N/A,G,1,8,,,,,1984-01-01 00:00:00,1986-12-01 00:00:00,,,1984-01-01 00:00:00,1986-01-31 00:00:00,1984-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-124.13333333333334,58.65,1462,MILE 371 ALASKA HWY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,583900000,-1240800000,PST,758.00,1195ABR,,,N/A,G,1,9,,,,,1983-12-01 00:00:00,1984-12-01 00:00:00,,,1983-12-01 00:00:00,1984-01-31 00:00:00,1984-01-01 00:00:00,1984-12-01 00:00:00,Y,N,N
-131.71666666666667,58.65,1493,HATIN LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,583900000,-1314300000,PST,944.90,12033M0,,,N/A,G,1,9,,,,,1976-01-01 00:00:00,1977-12-01 00:00:00,,,1976-09-01 00:00:00,1977-07-31 00:00:00,1976-01-01 00:00:00,1977-12-01 00:00:00,Y,N,N
-136.6,59.78333333333333,1502,MULE CREEK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,594700000,-1363600000,PST,883.90,1205248,,,N/A,G,1,8,,,,,1970-01-01 00:00:00,1986-12-01 00:00:00,,,1970-09-01 00:00:00,1986-10-31 00:00:00,1970-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-113.85555555555555,53.66833333333334,51758,EDMONTON VILLENEUVE A,AB,ALBERTA,ALBERTA,CAN,534006000,-1135120000,MST,687.60,3012229,ZVL,71664,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2013-10-15 14:00:00,2024-03-06 12:30:01,2013-10-15 14:00:00,2024-03-06 12:30:01,2013-10-17 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-115.78904888888889,49.61761888888889,51818,CRANBROOK AIRPORT AUTO,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,493703428,-1154720576,MST,926.70,1152106,VXC,71660,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2013-11-13 00:00:00,2024-03-06 12:30:01,2013-11-13 16:00:00,2024-03-06 12:30:01,2013-11-13 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-117.54335,56.715289444444444,51839,DEADWOOD AGCM,AB,ALBERTA,ALBERTA,CAN,564255042,-1173236060,MST,551.00,3071957,PDO,,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2013-10-28 11:00:00,2024-03-06 12:30:01,2013-10-28 11:00:00,2024-03-06 12:30:01,2018-05-14 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-116.84779666666667,58.02057833333333,51858,TOMPKINS LANDING AGCM,AB,ALBERTA,ALBERTA,CAN,580114082,-1165052068,MST,343.00,3076530,NTL,,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2013-10-28 11:00:00,2024-03-06 12:30:01,2013-10-28 11:00:00,2024-03-06 12:30:01,2018-05-14 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-116.98222222222222,51.299166666666665,52439,GOLDEN A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,511757000,-1165856000,MST,784.90,1173209,YGE,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-08-05 07:00:00,2024-03-06 12:30:01,2014-08-05 07:00:00,2024-03-06 12:30:01,,,,,N,N,Y
-134.85972222222222,67.40694444444445,52963,FORT MCPHERSON A,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,672425000,-1345135000,MST,35.40,2201606,ZFM,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-10-23 12:00:00,2024-03-06 12:30:01,2014-10-23 12:00:00,2024-03-06 12:30:01,2018-10-29 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-122.51666666666667,53.03333333333333,639,QUESNEL AUT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,530200000,-1223100000,PST,545.30,1096601,WQZ,,Climate-Auto,G,1,8,,,,,1990-01-01 00:00:00,1994-12-01 00:00:00,1994-02-01 00:00:00,1994-09-20 08:00:00,1990-03-01 00:00:00,1994-09-30 00:00:00,1990-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
-122.51,53.02611111111111,640,QUESNEL A,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,530134000,-1223036000,PST,545.00,1096630,,,Climate-Staffed,A,1,1,,,,,1946-01-01 00:00:00,2007-03-30 00:00:00,1953-01-01 00:00:00,2006-02-22 22:00:00,1946-02-01 00:00:00,2007-03-30 00:00:00,1946-01-01 00:00:00,2007-02-01 00:00:00,Y,Y,Y
-121.66666666666667,54.016666666666666,648,SINCLAIR MILLS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,540100000,-1214000000,PST,655.30,1097370,,,N/A,,1,9,,,,,1960-01-01 00:00:00,1965-12-01 00:00:00,,,1960-04-01 00:00:00,1965-11-30 00:00:00,1960-01-01 00:00:00,1965-12-01 00:00:00,Y,N,N
-139.35,63.96666666666667,1520,BONANZA CREEK,YT,YUKON TERRITORY,YUKON,CAN,635800000,-1392100000,PST,396.20,2100164,,,N/A,G,1,9,,,,,1975-01-01 00:00:00,1976-12-01 00:00:00,,,1975-05-01 00:00:00,1976-06-30 00:00:00,1975-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
-134.69780833333334,60.17433333333334,1526,CARCROSS,YT,YUKON TERRITORY,YUKON,CAN,601027600,-1344152110,PST,660.00,2100200,,,Climate-Staffed,F,1,7,,,,,1907-01-01 00:00:00,2008-08-25 00:00:00,,,1907-02-01 00:00:00,2008-08-25 00:00:00,1907-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-133.35,62.233333333333334,1547,FARO,YT,YUKON TERRITORY,YUKON,CAN,621400000,-1332100000,PST,694.30,2100516,,,N/A,G,1,8,,,,,1971-01-01 00:00:00,1977-12-01 00:00:00,1972-02-07 07:00:00,1977-01-31 22:00:00,1971-10-01 00:00:00,1977-01-31 00:00:00,1971-01-01 00:00:00,1977-12-01 00:00:00,Y,N,Y
-113.68972222222222,61.18083333333333,53322,FORT RESOLUTION A,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,611051000,-1134123000,MST,160.60,2202010,YFR,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-12-04 12:00:00,2024-03-06 12:30:01,2014-12-04 12:00:00,2024-03-06 12:30:01,2018-10-29 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-117.80611111111111,70.76277777777777,53332,ULUKHAKTOK A,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,704546000,-1174822000,MST,36.00,2502502,YHI,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-12-04 12:00:00,2024-03-05 18:00:00,2014-12-04 12:00:00,2024-03-05 18:00:00,,,,,N,N,Y
-115.1438888888889,67.81666666666666,53335,KUGLUKTUK A,NU,NUNAVUT,NUNAVUT,CAN,674900000,-1150838000,MST,22.60,2300903,YCO,71938,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-12-02 07:00:00,2024-03-06 12:30:01,2014-12-02 07:00:00,2024-03-06 12:30:01,2014-12-04 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-123.43666666666667,63.209722222222226,53600,WRIGLEY A,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,631235000,-1232612000,MST,149.70,2204001,YWY,,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2015-03-12 12:00:00,2023-08-03 15:00:00,2015-03-12 12:00:00,2023-08-03 15:00:00,,,,,N,N,Y
-115.89363055555556,53.623063888888886,53918,CARROT CREEK,AB,ALBERTA,ALBERTA,CAN,533723030,-1155337070,MST,861.00,3061350,PCF,,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2015-06-26 02:00:00,2024-03-06 12:30:01,2015-06-26 02:00:00,2024-03-06 12:30:01,2018-05-13 00:00:00,2024-03-06 00:00:00,,,Y,N,N
-123.23333333333333,49.45,673,LIONS BAY 2,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492700000,-1231400000,PST,40.00,110D634,,,N/A,G,1,8,,,,,1988-01-01 00:00:00,1989-12-31 00:00:00,,,1988-08-01 00:00:00,1989-12-31 00:00:00,1988-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
-122.68333333333334,49.21666666666667,682,PITT MEADOWS STP,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,491300000,-1224100000,PST,4.90,110FAG9,,,N/A,D,1,5,,,,,1974-01-01 00:00:00,1993-12-01 00:00:00,,,1974-04-01 00:00:00,1993-10-31 00:00:00,1974-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
-122.85,49.1,687,SURREY PANORAMA RIDGE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490600000,-1225100000,PST,50.00,110G8G8,,,N/A,G,1,8,,,,,1987-01-01 00:00:00,1992-12-01 00:00:00,,,1987-04-01 00:00:00,1992-02-29 00:00:00,1987-01-01 00:00:00,1992-12-01 00:00:00,Y,N,N
-122.93333333333334,49.18333333333333,714,ANNACIS ISLAND,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,491100000,-1225600000,PST,4.60,1100440,,,N/A,,1,9,,,,,1954-01-01 00:00:00,1962-12-01 00:00:00,,,1954-10-01 00:00:00,1962-03-31 00:00:00,1954-01-01 00:00:00,1962-12-01 00:00:00,Y,N,N
-121.70416722222222,49.08000222222222,716,CHILLIWACK R HATCHERY,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490448008,-1214215002,PST,225.00,1101N65,,,Climate-Staffed,D,1,5,,,,,1961-01-01 00:00:00,2016-05-04 00:00:00,,,1961-04-01 00:00:00,2016-05-04 00:00:00,1961-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-133.3,60.483333333333334,1564,JOHNSONS CROSSING,YT,YUKON TERRITORY,YUKON,CAN,602900000,-1331800000,PST,690.40,2100670,,,N/A,C,1,4,,,,,1963-01-01 00:00:00,1995-05-31 00:00:00,,,1963-08-01 00:00:00,1995-05-31 00:00:00,1963-01-01 00:00:00,1995-03-01 00:00:00,Y,N,N
-135.08333333333334,60.63333333333333,1580,NEW IMPERIAL,YT,YUKON TERRITORY,YUKON,CAN,603800000,-1350500000,PST,800.10,2100765,,,N/A,,1,9,,,,,1968-01-01 00:00:00,1969-12-01 00:00:00,,,1968-04-01 00:00:00,1969-04-30 00:00:00,1968-01-01 00:00:00,1969-12-01 00:00:00,Y,N,N
-115.78277777777778,60.83972222222222,54140,HAY RIVER A,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,605023000,-1154658000,MST,164.90,2202403,YHY,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2016-01-13 07:00:00,2024-03-06 12:30:01,2016-01-13 07:00:00,2024-03-06 12:30:01,2018-10-29 00:00:00,2024-03-06 00:00:00,,,Y,N,Y
-123.41666666666667,48.55,5,SAANICH OLDFIELD NORTH,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483300000,-1232500000,PST,69.50,101F942,,,N/A,,1,9,,,,,1965-12-01 00:00:00,1967-12-01 00:00:00,,,1965-12-01 00:00:00,1967-03-31 00:00:00,1966-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
-123.43333333333334,48.45,7,VICTORIA PORTAGE INLET,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482700000,-1232600000,PST,6.10,101HFNE,,,N/A,F,1,7,,,,,1976-01-01 00:00:00,1983-12-01 00:00:00,,,1976-05-01 00:00:00,1983-05-31 00:00:00,1976-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
-123.33333333333333,48.46666666666667,11,VICTORIA SHELBOURNE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482800000,-1232000000,PST,49.00,101QF57,,,N/A,F,1,7,,,,,1964-01-01 00:00:00,1991-11-01 00:00:00,,,1964-05-01 00:00:00,1991-10-31 00:00:00,1964-01-01 00:00:00,1991-11-01 00:00:00,Y,N,N
-123.43333333333334,48.516666666666666,12,VICTORIA PROSPECT LAKE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483100000,-1232600000,PST,61.00,101Q6NN,,,N/A,E,1,6,,,,,1973-01-01 00:00:00,1986-12-01 00:00:00,,,1973-11-01 00:00:00,1986-11-30 00:00:00,1973-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
-123.46666666666667,48.6,20,BRENTWOOD BAY 2,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483600000,-1232800000,PST,38.00,1010960,,,Climate-Staffed,F,1,7,,,,,1987-01-01 00:00:00,1997-05-31 00:00:00,,,1987-11-01 00:00:00,1997-05-31 00:00:00,1987-01-01 00:00:00,1997-05-01 00:00:00,Y,N,N
-122.96666666666667,49.28333333333333,725,BURNABY CURTIS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,491700000,-1225800000,PST,99.10,1101147,,,N/A,G,1,8,,,,,1968-01-01 00:00:00,1973-12-01 00:00:00,,,1968-07-01 00:00:00,1973-05-31 00:00:00,1968-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
-121.83333333333333,49.13333333333333,738,CHILLIWACK MARBLEHILL CK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490800000,-1215000000,PST,213.40,1101561,,,N/A,,1,9,,,,,1970-01-01 00:00:00,1970-12-01 00:00:00,,,1970-05-01 00:00:00,1970-08-31 00:00:00,1970-01-01 00:00:00,1970-12-01 00:00:00,Y,N,N
-121.83333333333333,49.06666666666667,742,CHILLIWACK R TAMAHI CRK,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490400000,-1215000000,PST,137.20,1101567,,,N/A,,1,9,,,,,1961-01-01 00:00:00,1966-12-01 00:00:00,,,1961-04-01 00:00:00,1966-06-30 00:00:00,1961-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
-121.9,49.18333333333333,744,CHILLIWACK YALE RD EAST,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,491100000,-1215400000,PST,7.60,1101580,,,N/A,F,1,7,,,,,1969-01-01 00:00:00,1977-12-01 00:00:00,,,1969-05-01 00:00:00,1977-03-31 00:00:00,1969-01-01 00:00:00,1977-12-01 00:00:00,Y,N,N
-122.73333333333333,49.1,745,CLOVERDALE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490600000,-1224400000,PST,3.00,1101680,,,N/A,,1,9,,,,,1953-01-01 00:00:00,1962-12-01 00:00:00,,,1953-06-01 00:00:00,1962-10-31 00:00:00,1953-01-01 00:00:00,1962-12-01 00:00:00,Y,N,N
-122.73333333333333,49.1,746,CLOVERDALE CENTRE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490600000,-1224400000,PST,3.00,1101707,,,N/A,,1,9,,,,,1962-01-01 00:00:00,1966-12-01 00:00:00,,,1962-06-01 00:00:00,1966-01-31 00:00:00,1962-01-01 00:00:00,1966-12-01 00:00:00,Y,N,N
-122.91666666666667,49.083333333333336,762,DELTA OLIVER SLOUGH,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490500000,-1225500000,PST,1.80,1102419,,,N/A,G,1,8,,,,,1971-01-01 00:00:00,1975-12-01 00:00:00,,,1971-03-01 00:00:00,1975-09-30 00:00:00,1971-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
-123.1,49.016666666666666,765,DELTA TSAWWASSEN,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490100000,-1230600000,PST,53.30,1102424,,,N/A,,1,9,,,,,1959-01-01 00:00:00,1969-12-31 00:00:00,,,1959-10-01 00:00:00,1969-12-31 00:00:00,1959-01-01 00:00:00,1969-12-01 00:00:00,Y,N,N
-135.06883333333334,60.7095,1617,WHITEHORSE A,YT,YUKON TERRITORY,YUKON,CAN,604234200,-1350407800,PST,706.20,2101300,YXY,71964,Aviation-Staffed,A,1,1,,,,,1942-01-01 00:00:00,2012-12-06 10:00:00,1953-01-01 00:00:00,2012-12-06 10:00:00,1942-04-01 00:00:00,2012-12-05 00:00:00,1942-01-01 00:00:00,2007-02-01 00:00:00,N,Y,Y
-122.48861111111111,52.54138888888889,5017,CASTLE ROCK 6 NORTH,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,523229000,-1222919000,PST,541.00,109A4NG,,,Climate-Staffed,F,1,7,,,,,1991-01-01 00:00:00,2014-05-31 00:00:00,,,1991-04-01 00:00:00,2014-05-31 00:00:00,1991-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
-123.45,48.6,6807,SAANICHTON MT NEWTON 2,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,483600000,-1232700000,PST,68.00,101F940,,,N/A,G,1,8,,,,,1993-01-01 00:00:00,1995-04-30 00:00:00,,,1993-05-01 00:00:00,1995-04-30 00:00:00,1993-01-01 00:00:00,1995-04-01 00:00:00,Y,N,N
-123.30461111111111,48.457,6812,VICTORIA UNIVERSITY CS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,482725200,-1231816600,PST,60.10,1018598,WYJ,71783,Climate-Auto,F,1,7,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-01-01 00:00:00,2024-03-06 12:30:01,1994-02-01 00:00:00,2024-03-06 12:30:01,1992-12-01 00:00:00,2024-03-06 00:00:00,1992-01-01 00:00:00,2007-02-01 00:00:00,Y,N,Y
-123.38333333333334,49.36666666666667,6815,BOWEN ISLAND JOSEPHINE RIDGE,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,492200000,-1232300000,PST,160.00,104091A,,,Climate-Staffed,G,1,8,,,,,1992-01-01 00:00:00,1996-02-29 00:00:00,,,1992-05-01 00:00:00,1996-02-29 00:00:00,1992-01-01 00:00:00,1996-02-01 00:00:00,Y,N,N
-132.1288888888889,52.93472222222222,6820,MORESBY ISLAND MITCHELL INLET,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,525605000,-1320744000,PST,3.00,10551R8,,,Climate-Staffed,F,1,7,,,,,1991-01-01 00:00:00,2007-12-31 00:00:00,,,1991-04-01 00:00:00,2007-12-31 00:00:00,1991-01-01 00:00:00,2007-02-01 00:00:00,Y,N,N
